"StateFIPS","State","CensusTract","Census Tract","Start Year","End Year","Value","Data Comment",
"24","Maryland","24003751700","Anne Arundel County, MD - 24003751700","2016","2020","2.6%","",
"24","Maryland","24003980000","Anne Arundel County, MD - 24003980000","2016","2020","0.0%","",
"24","Maryland","24003990000","Anne Arundel County, MD - 24003990000","2016","2020","0.0%","",
"24","Maryland","24005400100","Baltimore County, MD - 24005400100","2016","2020","27.2%","",
"24","Maryland","24005400200","Baltimore County, MD - 24005400200","2016","2020","4.3%","",
"24","Maryland","24005400400","Baltimore County, MD - 24005400400","2016","2020","5.7%","",
"24","Maryland","24005400500","Baltimore County, MD - 24005400500","2016","2020","2.5%","",
"24","Maryland","24005400600","Baltimore County, MD - 24005400600","2016","2020","3.6%","",
"24","Maryland","24005400701","Baltimore County, MD - 24005400701","2016","2020","3.7%","",
"24","Maryland","24005400702","Baltimore County, MD - 24005400702","2016","2020","1.1%","",
"24","Maryland","24005400800","Baltimore County, MD - 24005400800","2016","2020","7.7%","",
"24","Maryland","24005400900","Baltimore County, MD - 24005400900","2016","2020","11.3%","",
"24","Maryland","24005401000","Baltimore County, MD - 24005401000","2016","2020","2.5%","",
"24","Maryland","24005401101","Baltimore County, MD - 24005401101","2016","2020","10.4%","",
"24","Maryland","24005401102","Baltimore County, MD - 24005401102","2016","2020","17.9%","",
"24","Maryland","24005401200","Baltimore County, MD - 24005401200","2016","2020","7.1%","",
"24","Maryland","24005401301","Baltimore County, MD - 24005401301","2016","2020","6.3%","",
"24","Maryland","24005401302","Baltimore County, MD - 24005401302","2016","2020","10.8%","",
"24","Maryland","24005401400","Baltimore County, MD - 24005401400","2016","2020","4.3%","",
"24","Maryland","24005401503","Baltimore County, MD - 24005401503","2016","2020","2.5%","",
"24","Maryland","24005401504","Baltimore County, MD - 24005401504","2016","2020","4.2%","",
"24","Maryland","24005401505","Baltimore County, MD - 24005401505","2016","2020","19.5%","",
"24","Maryland","24005401506","Baltimore County, MD - 24005401506","2016","2020","5.4%","",
"24","Maryland","24005401507","Baltimore County, MD - 24005401507","2016","2020","2.6%","",
"24","Maryland","24005402201","Baltimore County, MD - 24005402201","2016","2020","5.7%","",
"24","Maryland","24005402202","Baltimore County, MD - 24005402202","2016","2020","0.6%","",
"24","Maryland","24005402302","Baltimore County, MD - 24005402302","2016","2020","9.3%","",
"24","Maryland","24005402303","Baltimore County, MD - 24005402303","2016","2020","21.6%","",
"24","Maryland","24005402304","Baltimore County, MD - 24005402304","2016","2020","10.9%","",
"24","Maryland","24005402305","Baltimore County, MD - 24005402305","2016","2020","7.6%","",
"24","Maryland","24005402306","Baltimore County, MD - 24005402306","2016","2020","11.2%","",
"24","Maryland","24005402307","Baltimore County, MD - 24005402307","2016","2020","2.5%","",
"24","Maryland","24005402403","Baltimore County, MD - 24005402403","2016","2020","15.9%","",
"24","Maryland","24005402404","Baltimore County, MD - 24005402404","2016","2020","7.8%","",
"24","Maryland","24005402405","Baltimore County, MD - 24005402405","2016","2020","11.4%","",
"24","Maryland","24005402407","Baltimore County, MD - 24005402407","2016","2020","8.9%","",
"24","Maryland","24005402408","Baltimore County, MD - 24005402408","2016","2020","0.0%","",
"24","Maryland","24005402409","Baltimore County, MD - 24005402409","2016","2020","3.1%","",
"24","Maryland","24005402503","Baltimore County, MD - 24005402503","2016","2020","11.2%","",
"24","Maryland","24005402504","Baltimore County, MD - 24005402504","2016","2020","4.4%","",
"24","Maryland","24005402505","Baltimore County, MD - 24005402505","2016","2020","6.6%","",
"24","Maryland","24005402506","Baltimore County, MD - 24005402506","2016","2020","4.4%","",
"24","Maryland","24005402510","Baltimore County, MD - 24005402510","2016","2020","12.1%","",
"24","Maryland","24005402511","Baltimore County, MD - 24005402511","2016","2020","6.5%","",
"24","Maryland","24005402602","Baltimore County, MD - 24005402602","2016","2020","2.4%","",
"24","Maryland","24005402603","Baltimore County, MD - 24005402603","2016","2020","5.0%","",
"24","Maryland","24005402604","Baltimore County, MD - 24005402604","2016","2020","4.6%","",
"24","Maryland","24005403100","Baltimore County, MD - 24005403100","2016","2020","12.9%","",
"24","Maryland","24005403201","Baltimore County, MD - 24005403201","2016","2020","7.2%","",
"24","Maryland","24005403202","Baltimore County, MD - 24005403202","2016","2020","1.8%","",
"24","Maryland","24005403300","Baltimore County, MD - 24005403300","2016","2020","13.9%","",
"24","Maryland","24005403401","Baltimore County, MD - 24005403401","2016","2020","26.7%","",
"24","Maryland","24005403402","Baltimore County, MD - 24005403402","2016","2020","16.3%","",
"24","Maryland","24005403500","Baltimore County, MD - 24005403500","2016","2020","14.3%","",
"24","Maryland","24005403601","Baltimore County, MD - 24005403601","2016","2020","5.1%","",
"24","Maryland","24005403602","Baltimore County, MD - 24005403602","2016","2020","2.0%","",
"24","Maryland","24005403702","Baltimore County, MD - 24005403702","2016","2020","5.8%","",
"24","Maryland","24005403703","Baltimore County, MD - 24005403703","2016","2020","14.1%","",
"24","Maryland","24005403704","Baltimore County, MD - 24005403704","2016","2020","5.1%","",
"24","Maryland","24005403801","Baltimore County, MD - 24005403801","2016","2020","4.9%","",
"24","Maryland","24005403802","Baltimore County, MD - 24005403802","2016","2020","5.1%","",
"24","Maryland","24005403803","Baltimore County, MD - 24005403803","2016","2020","7.1%","",
"24","Maryland","24005404101","Baltimore County, MD - 24005404101","2016","2020","0.2%","",
"24","Maryland","24005404102","Baltimore County, MD - 24005404102","2016","2020","4.3%","",
"24","Maryland","24005404201","Baltimore County, MD - 24005404201","2016","2020","4.8%","",
"24","Maryland","24005404202","Baltimore County, MD - 24005404202","2016","2020","21.3%","",
"24","Maryland","24005404402","Baltimore County, MD - 24005404402","2016","2020","0.0%","",
"24","Maryland","24005404403","Baltimore County, MD - 24005404403","2016","2020","9.0%","",
"24","Maryland","24005404404","Baltimore County, MD - 24005404404","2016","2020","8.8%","",
"24","Maryland","24005404501","Baltimore County, MD - 24005404501","2016","2020","6.5%","",
"24","Maryland","24005404502","Baltimore County, MD - 24005404502","2016","2020","5.7%","",
"24","Maryland","24005404600","Baltimore County, MD - 24005404600","2016","2020","7.9%","",
"24","Maryland","24005404800","Baltimore County, MD - 24005404800","2016","2020","6.9%","",
"24","Maryland","24005404900","Baltimore County, MD - 24005404900","2016","2020","13.7%","",
"24","Maryland","24005405000","Baltimore County, MD - 24005405000","2016","2020","10.0%","",
"24","Maryland","24005406000","Baltimore County, MD - 24005406000","2016","2020","2.2%","",
"24","Maryland","24005407001","Baltimore County, MD - 24005407001","2016","2020","3.6%","",
"24","Maryland","24005407002","Baltimore County, MD - 24005407002","2016","2020","6.8%","",
"24","Maryland","24005408100","Baltimore County, MD - 24005408100","2016","2020","2.0%","",
"24","Maryland","24005408200","Baltimore County, MD - 24005408200","2016","2020","4.9%","",
"24","Maryland","24005408302","Baltimore County, MD - 24005408302","2016","2020","4.2%","",
"24","Maryland","24005408303","Baltimore County, MD - 24005408303","2016","2020","0.0%","",
"24","Maryland","24005408304","Baltimore County, MD - 24005408304","2016","2020","5.3%","",
"24","Maryland","24005408400","Baltimore County, MD - 24005408400","2016","2020","18.1%","",
"24","Maryland","24005408502","Baltimore County, MD - 24005408502","2016","2020","10.9%","",
"24","Maryland","24005408503","Baltimore County, MD - 24005408503","2016","2020","9.8%","",
"24","Maryland","24005408505","Baltimore County, MD - 24005408505","2016","2020","4.7%","",
"24","Maryland","24005408506","Baltimore County, MD - 24005408506","2016","2020","9.0%","",
"24","Maryland","24005408507","Baltimore County, MD - 24005408507","2016","2020","4.5%","",
"24","Maryland","24005408601","Baltimore County, MD - 24005408601","2016","2020","2.6%","",
"24","Maryland","24005408602","Baltimore County, MD - 24005408602","2016","2020","8.5%","",
"24","Maryland","24005408702","Baltimore County, MD - 24005408702","2016","2020","5.2%","",
"24","Maryland","24005408703","Baltimore County, MD - 24005408703","2016","2020","5.5%","",
"24","Maryland","24005408704","Baltimore County, MD - 24005408704","2016","2020","1.7%","",
"24","Maryland","24005408800","Baltimore County, MD - 24005408800","2016","2020","13.7%","",
"24","Maryland","24005408900","Baltimore County, MD - 24005408900","2016","2020","7.8%","",
"24","Maryland","24005410100","Baltimore County, MD - 24005410100","2016","2020","5.9%","",
"24","Maryland","24005410200","Baltimore County, MD - 24005410200","2016","2020","1.7%","",
"24","Maryland","24005411101","Baltimore County, MD - 24005411101","2016","2020","10.8%","",
"24","Maryland","24005411102","Baltimore County, MD - 24005411102","2016","2020","8.3%","",
"24","Maryland","24005411201","Baltimore County, MD - 24005411201","2016","2020","7.1%","",
"24","Maryland","24005411202","Baltimore County, MD - 24005411202","2016","2020","9.8%","",
"24","Maryland","24005411302","Baltimore County, MD - 24005411302","2016","2020","5.9%","",
"24","Maryland","24005411303","Baltimore County, MD - 24005411303","2016","2020","5.3%","",
"24","Maryland","24005411306","Baltimore County, MD - 24005411306","2016","2020","2.9%","",
"24","Maryland","24005411307","Baltimore County, MD - 24005411307","2016","2020","4.2%","",
"24","Maryland","24005411308","Baltimore County, MD - 24005411308","2016","2020","6.6%","",
"24","Maryland","24005411309","Baltimore County, MD - 24005411309","2016","2020","10.6%","",
"24","Maryland","24005411404","Baltimore County, MD - 24005411404","2016","2020","7.9%","",
"24","Maryland","24005411406","Baltimore County, MD - 24005411406","2016","2020","15.6%","",
"24","Maryland","24005411408","Baltimore County, MD - 24005411408","2016","2020","3.1%","",
"24","Maryland","24005411409","Baltimore County, MD - 24005411409","2016","2020","2.2%","",
"24","Maryland","24005411410","Baltimore County, MD - 24005411410","2016","2020","1.6%","",
"24","Maryland","24005411411","Baltimore County, MD - 24005411411","2016","2020","9.0%","",
"24","Maryland","24005411412","Baltimore County, MD - 24005411412","2016","2020","2.2%","",
"24","Maryland","24005411413","Baltimore County, MD - 24005411413","2016","2020","19.4%","",
"24","Maryland","24005420100","Baltimore County, MD - 24005420100","2016","2020","10.4%","",
"24","Maryland","24005420200","Baltimore County, MD - 24005420200","2016","2020","12.2%","",
"24","Maryland","24005420301","Baltimore County, MD - 24005420301","2016","2020","15.9%","",
"24","Maryland","24005420302","Baltimore County, MD - 24005420302","2016","2020","9.1%","",
"24","Maryland","24005420303","Baltimore County, MD - 24005420303","2016","2020","15.7%","",
"24","Maryland","24005420401","Baltimore County, MD - 24005420401","2016","2020","11.9%","",
"24","Maryland","24005420402","Baltimore County, MD - 24005420402","2016","2020","11.2%","",
"24","Maryland","24005420500","Baltimore County, MD - 24005420500","2016","2020","9.9%","",
"24","Maryland","24005420600","Baltimore County, MD - 24005420600","2016","2020","11.2%","",
"24","Maryland","24005420701","Baltimore County, MD - 24005420701","2016","2020","13.7%","",
"24","Maryland","24005420702","Baltimore County, MD - 24005420702","2016","2020","16.7%","",
"24","Maryland","24005420800","Baltimore County, MD - 24005420800","2016","2020","11.2%","",
"24","Maryland","24005420900","Baltimore County, MD - 24005420900","2016","2020","11.9%","",
"24","Maryland","24005421000","Baltimore County, MD - 24005421000","2016","2020","34.0%","",
"24","Maryland","24005421101","Baltimore County, MD - 24005421101","2016","2020","21.9%","",
"24","Maryland","24005421102","Baltimore County, MD - 24005421102","2016","2020","16.6%","",
"24","Maryland","24005421200","Baltimore County, MD - 24005421200","2016","2020","15.1%","",
"24","Maryland","24005430101","Baltimore County, MD - 24005430101","2016","2020","17.7%","",
"24","Maryland","24005430104","Baltimore County, MD - 24005430104","2016","2020","7.4%","",
"24","Maryland","24005430200","Baltimore County, MD - 24005430200","2016","2020","20.1%","",
"24","Maryland","24005430300","Baltimore County, MD - 24005430300","2016","2020","19.2%","",
"24","Maryland","24005430400","Baltimore County, MD - 24005430400","2016","2020","4.8%","",
"24","Maryland","24005430600","Baltimore County, MD - 24005430600","2016","2020","3.7%","",
"24","Maryland","24005430700","Baltimore County, MD - 24005430700","2016","2020","9.3%","",
"24","Maryland","24005430800","Baltimore County, MD - 24005430800","2016","2020","11.0%","",
"24","Maryland","24005430900","Baltimore County, MD - 24005430900","2016","2020","25.4%","",
"24","Maryland","24005440100","Baltimore County, MD - 24005440100","2016","2020","14.0%","",
"24","Maryland","24005440200","Baltimore County, MD - 24005440200","2016","2020","16.9%","",
"24","Maryland","24005440300","Baltimore County, MD - 24005440300","2016","2020","12.1%","",
"24","Maryland","24005440400","Baltimore County, MD - 24005440400","2016","2020","6.5%","",
"24","Maryland","24005440500","Baltimore County, MD - 24005440500","2016","2020","9.0%","",
"24","Maryland","24005440600","Baltimore County, MD - 24005440600","2016","2020","2.3%","",
"24","Maryland","24005440701","Baltimore County, MD - 24005440701","2016","2020","7.2%","",
"24","Maryland","24005440702","Baltimore County, MD - 24005440702","2016","2020","3.3%","",
"24","Maryland","24005440800","Baltimore County, MD - 24005440800","2016","2020","9.0%","",
"24","Maryland","24005440900","Baltimore County, MD - 24005440900","2016","2020","8.9%","",
"24","Maryland","24005441000","Baltimore County, MD - 24005441000","2016","2020","8.6%","",
"24","Maryland","24005441101","Baltimore County, MD - 24005441101","2016","2020","7.6%","",
"24","Maryland","24005441102","Baltimore County, MD - 24005441102","2016","2020","15.9%","",
"24","Maryland","24005450100","Baltimore County, MD - 24005450100","2016","2020","15.0%","",
"24","Maryland","24005450200","Baltimore County, MD - 24005450200","2016","2020","14.7%","",
"24","Maryland","24005450300","Baltimore County, MD - 24005450300","2016","2020","19.8%","",
"24","Maryland","24005450400","Baltimore County, MD - 24005450400","2016","2020","8.5%","",
"24","Maryland","24005450501","Baltimore County, MD - 24005450501","2016","2020","19.5%","",
"24","Maryland","24005450503","Baltimore County, MD - 24005450503","2016","2020","11.6%","",
"24","Maryland","24005450504","Baltimore County, MD - 24005450504","2016","2020","16.8%","",
"24","Maryland","24005450800","Baltimore County, MD - 24005450800","2016","2020","17.6%","",
"24","Maryland","24005450900","Baltimore County, MD - 24005450900","2016","2020","7.6%","",
"24","Maryland","24005451000","Baltimore County, MD - 24005451000","2016","2020","8.1%","",
"24","Maryland","24005451100","Baltimore County, MD - 24005451100","2016","2020","9.9%","",
"24","Maryland","24005451200","Baltimore County, MD - 24005451200","2016","2020","9.8%","",
"24","Maryland","24005451300","Baltimore County, MD - 24005451300","2016","2020","20.5%","",
"24","Maryland","24005451401","Baltimore County, MD - 24005451401","2016","2020","8.5%","",
"24","Maryland","24005451402","Baltimore County, MD - 24005451402","2016","2020","8.3%","",
"24","Maryland","24005451500","Baltimore County, MD - 24005451500","2016","2020","12.4%","",
"24","Maryland","24005451600","Baltimore County, MD - 24005451600","2016","2020","13.0%","",
"24","Maryland","24005451701","Baltimore County, MD - 24005451701","2016","2020","4.8%","",
"24","Maryland","24005451702","Baltimore County, MD - 24005451702","2016","2020","8.7%","",
"24","Maryland","24005451801","Baltimore County, MD - 24005451801","2016","2020","6.5%","",
"24","Maryland","24005451802","Baltimore County, MD - 24005451802","2016","2020","9.5%","",
